date,country_regopn,region,product,Units Sold,price,revenue,Campaign Active
26-Sep-25,East,Chhattisgarh,TVS Brand,10,"95,000","9,50,000",No
27-Sep-25,North,Delhi,Jupiter,78,"82,000","63,96,000",No
27-Sep-25,North,Delhi,Raider,55,"1,25,000","68,75,000",No
27-Sep-25,North,Delhi,Apache,59,"1,35,000","79,65,000",No
27-Sep-25,North,Delhi,iQube,26,"1,10,000","28,60,000",No
27-Sep-25,North,Delhi,TVS Brand,19,"95,000","18,05,000",No
27-Sep-25,North,Haryana,Jupiter,77,"82,000","63,14,000",No
27-Sep-25,North,Haryana,Raider,62,"1,25,000","77,50,000",No
27-Sep-25,North,Haryana,Apache,55,"1,35,000","74,25,000",No
27-Sep-25,North,Haryana,iQube,27,"1,10,000","29,70,000",No
27-Sep-25,North,Haryana,TVS Brand,23,"95,000","21,85,000",No
27-Sep-25,North,Punjab,Jupiter,83,"82,000","68,06,000",No
27-Sep-25,North,Punjab,Raider,58,"1,25,000","72,50,000",No
27-Sep-25,North,Punjab,Apache,47,"1,35,000","63,45,000",No
27-Sep-25,North,Punjab,iQube,24,"1,10,000","26,40,000",No
27-Sep-25,North,Punjab,TVS Brand,22,"95,000","20,90,000",No
27-Sep-25,North,Uttar Pradesh,Jupiter,66,"82,000","54,12,000",No
27-Sep-25,North,Uttar Pradesh,Raider,61,"1,25,000","76,25,000",No
27-Sep-25,North,Uttar Pradesh,Apache,42,"1,35,000","56,70,000",No
27-Sep-25,North,Uttar Pradesh,iQube,26,"1,10,000","28,60,000",No
27-Sep-25,North,Uttar Pradesh,TVS Brand,18,"95,000","17,10,000",No
27-Sep-25,North,Uttaranchal,Jupiter,75,"82,000","61,50,000",No
27-Sep-25,North,Uttaranchal,Raider,53,"1,25,000","66,25,000",No
27-Sep-25,North,Uttaranchal,Apache,48,"1,35,000","64,80,000",No
27-Sep-25,North,Uttaranchal,iQube,25,"1,10,000","27,50,000",No
27-Sep-25,North,Uttaranchal,TVS Brand,22,"95,000","20,90,000",No
27-Sep-25,North,Himachal Pradesh,Jupiter,70,"82,000","57,40,000",No
27-Sep-25,North,Himachal Pradesh,Raider,44,"1,25,000","55,00,000",No
27-Sep-25,North,Himachal Pradesh,Apache,48,"1,35,000","64,80,000",No
27-Sep-25,North,Himachal Pradesh,iQube,28,"1,10,000","30,80,000",No
27-Sep-25,North,Himachal Pradesh,TVS Brand,19,"95,000","18,05,000",No
27-Sep-25,North,Jammu & Kashmir,Jupiter,73,"82,000","59,86,000",No
27-Sep-25,North,Jammu & Kashmir,Raider,47,"1,25,000","58,75,000",No
27-Sep-25,North,Jammu & Kashmir,Apache,50,"1,35,000","67,50,000",No
27-Sep-25,North,Jammu & Kashmir,iQube,31,"1,10,000","34,10,000",No
27-Sep-25,North,Jammu & Kashmir,TVS Brand,17,"95,000","16,15,000",No
27-Sep-25,North,Chandigarh,Jupiter,81,"82,000","66,42,000",No
27-Sep-25,North,Chandigarh,Raider,59,"1,25,000","73,75,000",No
27-Sep-25,North,Chandigarh,Apache,55,"1,35,000","74,25,000",No
27-Sep-25,North,Chandigarh,iQube,25,"1,10,000","27,50,000",No
27-Sep-25,North,Chandigarh,TVS Brand,24,"95,000","22,80,000",No
27-Sep-25,North,Rajasthan,Jupiter,85,"82,000","69,70,000",No
27-Sep-25,North,Rajasthan,Raider,57,"1,25,000","71,25,000",No
27-Sep-25,North,Rajasthan,Apache,46,"1,35,000","62,10,000",No
27-Sep-25,North,Rajasthan,iQube,28,"1,10,000","30,80,000",No
27-Sep-25,North,Rajasthan,TVS Brand,19,"95,000","18,05,000",No
27-Sep-25,South,Karnataka,Jupiter,112,"82,000","91,84,000",No
27-Sep-25,South,Karnataka,Raider,83,"1,25,000","1,03,75,000",No
27-Sep-25,South,Karnataka,Apache,82,"1,35,000","1,10,70,000",No
27-Sep-25,South,Karnataka,iQube,66,"1,10,000","72,60,000",No
27-Sep-25,South,Karnataka,TVS Brand,27,"95,000","25,65,000",No
27-Sep-25,South,Tamil Nadu,Jupiter,100,"82,000","82,00,000",No
27-Sep-25,South,Tamil Nadu,Raider,79,"1,25,000","98,75,000",No
27-Sep-25,South,Tamil Nadu,Apache,83,"1,35,000","1,12,05,000",No
27-Sep-25,South,Tamil Nadu,iQube,57,"1,10,000","62,70,000",No
27-Sep-25,South,Tamil Nadu,TVS Brand,29,"95,000","27,55,000",No
27-Sep-25,South,Kerala,Jupiter,112,"82,000","91,84,000",No
27-Sep-25,South,Kerala,Raider,82,"1,25,000","1,02,50,000",No
27-Sep-25,South,Kerala,Apache,83,"1,35,000","1,12,05,000",No
27-Sep-25,South,Kerala,iQube,59,"1,10,000","64,90,000",No
27-Sep-25,South,Kerala,TVS Brand,21,"95,000","19,95,000",No
27-Sep-25,South,Andhra Pradesh,Jupiter,108,"82,000","88,56,000",No
27-Sep-25,South,Andhra Pradesh,Raider,47,"1,25,000","58,75,000",No
27-Sep-25,South,Andhra Pradesh,Apache,95,"1,35,000","1,28,25,000",No
27-Sep-25,South,Andhra Pradesh,iQube,47,"1,10,000","51,70,000",No
27-Sep-25,South,Andhra Pradesh,TVS Brand,30,"95,000","28,50,000",No
27-Sep-25,South,Pondicherry,Jupiter,112,"82,000","91,84,000",No
27-Sep-25,South,Pondicherry,Raider,71,"1,25,000","88,75,000",No
27-Sep-25,South,Pondicherry,Apache,66,"1,35,000","89,10,000",No
27-Sep-25,South,Pondicherry,iQube,49,"1,10,000","53,90,000",No
27-Sep-25,South,Pondicherry,TVS Brand,24,"95,000","22,80,000",No
27-Sep-25,West,Maharashtra,Jupiter,85,"82,000","69,70,000",No
27-Sep-25,West,Maharashtra,Raider,53,"1,25,000","66,25,000",No
27-Sep-25,West,Maharashtra,Apache,73,"1,35,000","98,55,000",No
27-Sep-25,West,Maharashtra,iQube,51,"1,10,000","56,10,000",No
27-Sep-25,West,Maharashtra,TVS Brand,26,"95,000","24,70,000",No
27-Sep-25,West,Gujarat,Jupiter,94,"82,000","77,08,000",No
27-Sep-25,West,Gujarat,Raider,54,"1,25,000","67,50,000",No
27-Sep-25,West,Gujarat,Apache,76,"1,35,000","1,02,60,000",No
27-Sep-25,West,Gujarat,iQube,59,"1,10,000","64,90,000",No
27-Sep-25,West,Gujarat,TVS Brand,27,"95,000","25,65,000",No
27-Sep-25,West,Goa,Jupiter,69,"82,000","56,58,000",No
27-Sep-25,West,Goa,Raider,72,"1,25,000","90,00,000",No
27-Sep-25,West,Goa,Apache,64,"1,35,000","86,40,000",No
27-Sep-25,West,Goa,iQube,55,"1,10,000","60,50,000",No
27-Sep-25,West,Goa,TVS Brand,24,"95,000","22,80,000",No
27-Sep-25,West,Madhya Pradesh,Jupiter,110,"82,000","90,20,000",No
27-Sep-25,West,Madhya Pradesh,Raider,47,"1,25,000","58,75,000",No
27-Sep-25,West,Madhya Pradesh,Apache,74,"1,35,000","99,90,000",No
27-Sep-25,West,Madhya Pradesh,iQube,54,"1,10,000","59,40,000",No
27-Sep-25,West,Madhya Pradesh,TVS Brand,22,"95,000","20,90,000",No
27-Sep-25,East,West Bengal,Jupiter,60,"82,000","49,20,000",No
27-Sep-25,East,West Bengal,Raider,37,"1,25,000","46,25,000",No
27-Sep-25,East,West Bengal,Apache,36,"1,35,000","48,60,000",No
27-Sep-25,East,West Bengal,iQube,8,"1,10,000","8,80,000",No
27-Sep-25,East,West Bengal,TVS Brand,13,"95,000","12,35,000",No
27-Sep-25,East,Bihar,Jupiter,58,"82,000","47,56,000",No
27-Sep-25,East,Bihar,Raider,32,"1,25,000","40,00,000",No
27-Sep-25,East,Bihar,Apache,36,"1,35,000","48,60,000",No
27-Sep-25,East,Bihar,iQube,10,"1,10,000","11,00,000",No
27-Sep-25,East,Bihar,TVS Brand,16,"95,000","15,20,000",No
27-Sep-25,East,Orissa,Jupiter,49,"82,000","40,18,000",No
27-Sep-25,East,Orissa,Raider,35,"1,25,000","43,75,000",No
27-Sep-25,East,Orissa,Apache,41,"1,35,000","55,35,000",No
27-Sep-25,East,Orissa,iQube,9,"1,10,000","9,90,000",No
27-Sep-25,East,Orissa,TVS Brand,12,"95,000","11,40,000",No
27-Sep-25,East,Jharkhand,Jupiter,60,"82,000","49,20,000",No
27-Sep-25,East,Jharkhand,Raider,41,"1,25,000","51,25,000",No
27-Sep-25,East,Jharkhand,Apache,35,"1,35,000","47,25,000",No
27-Sep-25,East,Jharkhand,iQube,10,"1,10,000","11,00,000",No
27-Sep-25,East,Jharkhand,TVS Brand,11,"95,000","10,45,000",No
27-Sep-25,East,Chhattisgarh,Jupiter,53,"82,000","43,46,000",No
27-Sep-25,East,Chhattisgarh,Raider,30,"1,25,000","37,50,000",No
27-Sep-25,East,Chhattisgarh,Apache,31,"1,35,000","41,85,000",No
27-Sep-25,East,Chhattisgarh,iQube,7,"1,10,000","7,70,000",No
27-Sep-25,East,Chhattisgarh,TVS Brand,12,"95,000","11,40,000",No
28-Sep-25,North,Delhi,Jupiter,79,"82,000","64,78,000",No
28-Sep-25,North,Delhi,Raider,62,"1,25,000","77,50,000",No
28-Sep-25,North,Delhi,Apache,44,"1,35,000","59,40,000",No
28-Sep-25,North,Delhi,iQube,29,"1,10,000","31,90,000",No
28-Sep-25,North,Delhi,TVS Brand,23,"95,000","21,85,000",No
28-Sep-25,North,Haryana,Jupiter,56,"82,000","45,92,000",No
28-Sep-25,North,Haryana,Raider,63,"1,25,000","78,75,000",No
28-Sep-25,North,Haryana,Apache,59,"1,35,000","79,65,000",No
28-Sep-25,North,Haryana,iQube,28,"1,10,000","30,80,000",No
28-Sep-25,North,Haryana,TVS Brand,18,"95,000","17,10,000",No
28-Sep-25,North,Punjab,Jupiter,76,"82,000","62,32,000",No
28-Sep-25,North,Punjab,Raider,51,"1,25,000","63,75,000",No
28-Sep-25,North,Punjab,Apache,44,"1,35,000","59,40,000",No
28-Sep-25,North,Punjab,iQube,25,"1,10,000","27,50,000",No
28-Sep-25,North,Punjab,TVS Brand,20,"95,000","19,00,000",No
28-Sep-25,North,Uttar Pradesh,Jupiter,70,"82,000","57,40,000",No
28-Sep-25,North,Uttar Pradesh,Raider,51,"1,25,000","63,75,000",No
28-Sep-25,North,Uttar Pradesh,Apache,53,"1,35,000","71,55,000",No
28-Sep-25,North,Uttar Pradesh,iQube,31,"1,10,000","34,10,000",No
28-Sep-25,North,Uttar Pradesh,TVS Brand,23,"95,000","21,85,000",No
28-Sep-25,North,Uttaranchal,Jupiter,83,"82,000","68,06,000",No
28-Sep-25,North,Uttaranchal,Raider,55,"1,25,000","68,75,000",No
28-Sep-25,North,Uttaranchal,Apache,50,"1,35,000","67,50,000",No
28-Sep-25,North,Uttaranchal,iQube,26,"1,10,000","28,60,000",No
28-Sep-25,North,Uttaranchal,TVS Brand,20,"95,000","19,00,000",No
28-Sep-25,North,Himachal Pradesh,Jupiter,47,"82,000","38,54,000",No
28-Sep-25,North,Himachal Pradesh,Raider,60,"1,25,000","75,00,000",No
28-Sep-25,North,Himachal Pradesh,Apache,51,"1,35,000","68,85,000",No
28-Sep-25,North,Himachal Pradesh,iQube,27,"1,10,000","29,70,000",No
28-Sep-25,North,Himachal Pradesh,TVS Brand,18,"95,000","17,10,000",No
28-Sep-25,North,Jammu & Kashmir,Jupiter,76,"82,000","62,32,000",No
28-Sep-25,North,Jammu & Kashmir,Raider,59,"1,25,000","73,75,000",No
28-Sep-25,North,Jammu & Kashmir,Apache,46,"1,35,000","62,10,000",No
28-Sep-25,North,Jammu & Kashmir,iQube,25,"1,10,000","27,50,000",No
28-Sep-25,North,Jammu & Kashmir,TVS Brand,25,"95,000","23,75,000",No
28-Sep-25,North,Chandigarh,Jupiter,75,"82,000","61,50,000",No
28-Sep-25,North,Chandigarh,Raider,59,"1,25,000","73,75,000",No
28-Sep-25,North,Chandigarh,Apache,49,"1,35,000","66,15,000",No
28-Sep-25,North,Chandigarh,iQube,21,"1,10,000","23,10,000",No
28-Sep-25,North,Chandigarh,TVS Brand,23,"95,000","21,85,000",No
28-Sep-25,North,Rajasthan,Jupiter,73,"82,000","59,86,000",No
28-Sep-25,North,Rajasthan,Raider,53,"1,25,000","66,25,000",No
28-Sep-25,North,Rajasthan,Apache,53,"1,35,000","71,55,000",No
28-Sep-25,North,Rajasthan,iQube,27,"1,10,000","29,70,000",No
28-Sep-25,North,Rajasthan,TVS Brand,20,"95,000","19,00,000",No
28-Sep-25,South,Karnataka,Jupiter,103,"82,000","84,46,000",No
28-Sep-25,South,Karnataka,Raider,72,"1,25,000","90,00,000",No
28-Sep-25,South,Karnataka,Apache,66,"1,35,000","89,10,000",No
28-Sep-25,South,Karnataka,iQube,65,"1,10,000","71,50,000",No
28-Sep-25,South,Karnataka,TVS Brand,27,"95,000","25,65,000",No
28-Sep-25,South,Tamil Nadu,Jupiter,119,"82,000","97,58,000",No
28-Sep-25,South,Tamil Nadu,Raider,69,"1,25,000","86,25,000",No
28-Sep-25,South,Tamil Nadu,Apache,98,"1,35,000","1,32,30,000",No
28-Sep-25,South,Tamil Nadu,iQube,59,"1,10,000","64,90,000",No
28-Sep-25,South,Tamil Nadu,TVS Brand,25,"95,000","23,75,000",No
28-Sep-25,South,Kerala,Jupiter,114,"82,000","93,48,000",No
28-Sep-25,South,Kerala,Raider,63,"1,25,000","78,75,000",No
28-Sep-25,South,Kerala,Apache,73,"1,35,000","98,55,000",No
28-Sep-25,South,Kerala,iQube,62,"1,10,000","68,20,000",No
28-Sep-25,South,Kerala,TVS Brand,31,"95,000","29,45,000",No
28-Sep-25,South,Andhra Pradesh,Jupiter,120,"82,000","98,40,000",No
28-Sep-25,South,Andhra Pradesh,Raider,70,"1,25,000","87,50,000",No
28-Sep-25,South,Andhra Pradesh,Apache,64,"1,35,000","86,40,000",No
28-Sep-25,South,Andhra Pradesh,iQube,63,"1,10,000","69,30,000",No
28-Sep-25,South,Andhra Pradesh,TVS Brand,31,"95,000","29,45,000",No
28-Sep-25,South,Pondicherry,Jupiter,103,"82,000","84,46,000",No
28-Sep-25,South,Pondicherry,Raider,69,"1,25,000","86,25,000",No
28-Sep-25,South,Pondicherry,Apache,79,"1,35,000","1,06,65,000",No
28-Sep-25,South,Pondicherry,iQube,61,"1,10,000","67,10,000",No
28-Sep-25,South,Pondicherry,TVS Brand,20,"95,000","19,00,000",No
28-Sep-25,West,Maharashtra,Jupiter,114,"82,000","93,48,000",No
28-Sep-25,West,Maharashtra,Raider,59,"1,25,000","73,75,000",No
28-Sep-25,West,Maharashtra,Apache,69,"1,35,000","93,15,000",No
28-Sep-25,West,Maharashtra,iQube,37,"1,10,000","40,70,000",No
28-Sep-25,West,Maharashtra,TVS Brand,25,"95,000","23,75,000",No
28-Sep-25,West,Gujarat,Jupiter,85,"82,000","69,70,000",No
28-Sep-25,West,Gujarat,Raider,63,"1,25,000","78,75,000",No
28-Sep-25,West,Gujarat,Apache,71,"1,35,000","95,85,000",No
28-Sep-25,West,Gujarat,iQube,44,"1,10,000","48,40,000",No
28-Sep-25,West,Gujarat,TVS Brand,29,"95,000","27,55,000",No
28-Sep-25,West,Goa,Jupiter,99,"82,000","81,18,000",No
28-Sep-25,West,Goa,Raider,70,"1,25,000","87,50,000",No
28-Sep-25,West,Goa,Apache,67,"1,35,000","90,45,000",No
28-Sep-25,West,Goa,iQube,37,"1,10,000","40,70,000",No
28-Sep-25,West,Goa,TVS Brand,22,"95,000","20,90,000",No
28-Sep-25,West,Madhya Pradesh,Jupiter,76,"82,000","62,32,000",No
28-Sep-25,West,Madhya Pradesh,Raider,76,"1,25,000","95,00,000",No
28-Sep-25,West,Madhya Pradesh,Apache,78,"1,35,000","1,05,30,000",No
28-Sep-25,West,Madhya Pradesh,iQube,46,"1,10,000","50,60,000",No
28-Sep-25,West,Madhya Pradesh,TVS Brand,22,"95,000","20,90,000",No
28-Sep-25,East,West Bengal,Jupiter,48,"82,000","39,36,000",No
28-Sep-25,East,West Bengal,Raider,47,"1,25,000","58,75,000",No
28-Sep-25,East,West Bengal,Apache,37,"1,35,000","49,95,000",No
28-Sep-25,East,West Bengal,iQube,8,"1,10,000","8,80,000",No
28-Sep-25,East,West Bengal,TVS Brand,12,"95,000","11,40,000",No
28-Sep-25,East,Bihar,Jupiter,65,"82,000","53,30,000",No
28-Sep-25,East,Bihar,Raider,44,"1,25,000","55,00,000",No
28-Sep-25,East,Bihar,Apache,29,"1,35,000","39,15,000",No
28-Sep-25,East,Bihar,iQube,11,"1,10,000","12,10,000",No
28-Sep-25,East,Bihar,TVS Brand,16,"95,000","15,20,000",No
28-Sep-25,East,Orissa,Jupiter,45,"82,000","36,90,000",No
28-Sep-25,East,Orissa,Raider,45,"1,25,000","56,25,000",No
28-Sep-25,East,Orissa,Apache,38,"1,35,000","51,30,000",No
28-Sep-25,East,Orissa,iQube,7,"1,10,000","7,70,000",No
28-Sep-25,East,Orissa,TVS Brand,17,"95,000","16,15,000",No
28-Sep-25,East,Jharkhand,Jupiter,58,"82,000","47,56,000",No
28-Sep-25,East,Jharkhand,Raider,45,"1,25,000","56,25,000",No
28-Sep-25,East,Jharkhand,Apache,32,"1,35,000","43,20,000",No
28-Sep-25,East,Jharkhand,iQube,10,"1,10,000","11,00,000",No
28-Sep-25,East,Jharkhand,TVS Brand,14,"95,000","13,30,000",No
28-Sep-25,East,Chhattisgarh,Jupiter,68,"82,000","55,76,000",No
28-Sep-25,East,Chhattisgarh,Raider,34,"1,25,000","42,50,000",No
28-Sep-25,East,Chhattisgarh,Apache,33,"1,35,000","44,55,000",No
28-Sep-25,East,Chhattisgarh,iQube,10,"1,10,000","11,00,000",No
28-Sep-25,East,Chhattisgarh,TVS Brand,13,"95,000","12,35,000",No
29-Sep-25,North,Delhi,Jupiter,57,"82,000","46,74,000",No
29-Sep-25,North,Delhi,Raider,41,"1,25,000","51,25,000",No
29-Sep-25,North,Delhi,Apache,45,"1,35,000","60,75,000",No
29-Sep-25,North,Delhi,iQube,21,"1,10,000","23,10,000",No
29-Sep-25,North,Delhi,TVS Brand,16,"95,000","15,20,000",No
29-Sep-25,North,Haryana,Jupiter,54,"82,000","44,28,000",No
29-Sep-25,North,Haryana,Raider,35,"1,25,000","43,75,000",No
29-Sep-25,North,Haryana,Apache,38,"1,35,000","51,30,000",No
29-Sep-25,North,Haryana,iQube,19,"1,10,000","20,90,000",No
29-Sep-25,North,Haryana,TVS Brand,15,"95,000","14,25,000",No
29-Sep-25,North,Punjab,Jupiter,69,"82,000","56,58,000",No
29-Sep-25,North,Punjab,Raider,44,"1,25,000","55,00,000",No
29-Sep-25,North,Punjab,Apache,37,"1,35,000","49,95,000",No
29-Sep-25,North,Punjab,iQube,24,"1,10,000","26,40,000",No
29-Sep-25,North,Punjab,TVS Brand,13,"95,000","12,35,000",No
29-Sep-25,North,Uttar Pradesh,Jupiter,67,"82,000","54,94,000",No
29-Sep-25,North,Uttar Pradesh,Raider,46,"1,25,000","57,50,000",No
29-Sep-25,North,Uttar Pradesh,Apache,41,"1,35,000","55,35,000",No
29-Sep-25,North,Uttar Pradesh,iQube,27,"1,10,000","29,70,000",No
29-Sep-25,North,Uttar Pradesh,TVS Brand,20,"95,000","19,00,000",No
29-Sep-25,North,Uttaranchal,Jupiter,64,"82,000","52,48,000",No
29-Sep-25,North,Uttaranchal,Raider,38,"1,25,000","47,50,000",No
29-Sep-25,North,Uttaranchal,Apache,36,"1,35,000","48,60,000",No
29-Sep-25,North,Uttaranchal,iQube,22,"1,10,000","24,20,000",No
29-Sep-25,North,Uttaranchal,TVS Brand,12,"95,000","11,40,000",No
29-Sep-25,North,Himachal Pradesh,Jupiter,70,"82,000","57,40,000",No
29-Sep-25,North,Himachal Pradesh,Raider,46,"1,25,000","57,50,000",No
29-Sep-25,North,Himachal Pradesh,Apache,40,"1,35,000","54,00,000",No
29-Sep-25,North,Himachal Pradesh,iQube,21,"1,10,000","23,10,000",No
29-Sep-25,North,Himachal Pradesh,TVS Brand,19,"95,000","18,05,000",No
29-Sep-25,North,Jammu & Kashmir,Jupiter,59,"82,000","48,38,000",No
29-Sep-25,North,Jammu & Kashmir,Raider,40,"1,25,000","50,00,000",No
29-Sep-25,North,Jammu & Kashmir,Apache,45,"1,35,000","60,75,000",No
29-Sep-25,North,Jammu & Kashmir,iQube,22,"1,10,000","24,20,000",No
29-Sep-25,North,Jammu & Kashmir,TVS Brand,15,"95,000","14,25,000",No
29-Sep-25,North,Chandigarh,Jupiter,66,"82,000","54,12,000",No
29-Sep-25,North,Chandigarh,Raider,44,"1,25,000","55,00,000",No
29-Sep-25,North,Chandigarh,Apache,40,"1,35,000","54,00,000",No
29-Sep-25,North,Chandigarh,iQube,19,"1,10,000","20,90,000",No
29-Sep-25,North,Chandigarh,TVS Brand,15,"95,000","14,25,000",No
29-Sep-25,North,Rajasthan,Jupiter,60,"82,000","49,20,000",No
29-Sep-25,North,Rajasthan,Raider,44,"1,25,000","55,00,000",No
29-Sep-25,North,Rajasthan,Apache,33,"1,35,000","44,55,000",No
29-Sep-25,North,Rajasthan,iQube,20,"1,10,000","22,00,000",No
29-Sep-25,North,Rajasthan,TVS Brand,17,"95,000","16,15,000",No
29-Sep-25,South,Karnataka,Jupiter,100,"82,000","82,00,000",No
29-Sep-25,South,Karnataka,Raider,59,"1,25,000","73,75,000",No
29-Sep-25,South,Karnataka,Apache,60,"1,35,000","81,00,000",No
29-Sep-25,South,Karnataka,iQube,48,"1,10,000","52,80,000",No
29-Sep-25,South,Karnataka,TVS Brand,24,"95,000","22,80,000",No
29-Sep-25,South,Tamil Nadu,Jupiter,99,"82,000","81,18,000",No
29-Sep-25,South,Tamil Nadu,Raider,51,"1,25,000","63,75,000",No
29-Sep-25,South,Tamil Nadu,Apache,73,"1,35,000","98,55,000",No
29-Sep-25,South,Tamil Nadu,iQube,48,"1,10,000","52,80,000",No
29-Sep-25,South,Tamil Nadu,TVS Brand,17,"95,000","16,15,000",No
29-Sep-25,South,Kerala,Jupiter,83,"82,000","68,06,000",No
29-Sep-25,South,Kerala,Raider,45,"1,25,000","56,25,000",No
29-Sep-25,South,Kerala,Apache,70,"1,35,000","94,50,000",No
29-Sep-25,South,Kerala,iQube,42,"1,10,000","46,20,000",No
29-Sep-25,South,Kerala,TVS Brand,20,"95,000","19,00,000",No
29-Sep-25,South,Andhra Pradesh,Jupiter,67,"82,000","54,94,000",No
29-Sep-25,South,Andhra Pradesh,Raider,56,"1,25,000","70,00,000",No
29-Sep-25,South,Andhra Pradesh,Apache,49,"1,35,000","66,15,000",No
29-Sep-25,South,Andhra Pradesh,iQube,40,"1,10,000","44,00,000",No
29-Sep-25,South,Andhra Pradesh,TVS Brand,20,"95,000","19,00,000",No
29-Sep-25,South,Pondicherry,Jupiter,70,"82,000","57,40,000",No
29-Sep-25,South,Pondicherry,Raider,62,"1,25,000","77,50,000",No
29-Sep-25,South,Pondicherry,Apache,58,"1,35,000","78,30,000",No
29-Sep-25,South,Pondicherry,iQube,49,"1,10,000","53,90,000",No
29-Sep-25,South,Pondicherry,TVS Brand,15,"95,000","14,25,000",No
29-Sep-25,West,Maharashtra,Jupiter,73,"82,000","59,86,000",No
29-Sep-25,West,Maharashtra,Raider,53,"1,25,000","66,25,000",No
29-Sep-25,West,Maharashtra,Apache,61,"1,35,000","82,35,000",No
29-Sep-25,West,Maharashtra,iQube,37,"1,10,000","40,70,000",No
29-Sep-25,West,Maharashtra,TVS Brand,18,"95,000","17,10,000",No
29-Sep-25,West,Gujarat,Jupiter,61,"82,000","50,02,000",No
29-Sep-25,West,Gujarat,Raider,44,"1,25,000","55,00,000",No
29-Sep-25,West,Gujarat,Apache,57,"1,35,000","76,95,000",No
29-Sep-25,West,Gujarat,iQube,39,"1,10,000","42,90,000",No
29-Sep-25,West,Gujarat,TVS Brand,22,"95,000","20,90,000",No
29-Sep-25,West,Goa,Jupiter,77,"82,000","63,14,000",No
29-Sep-25,West,Goa,Raider,44,"1,25,000","55,00,000",No
29-Sep-25,West,Goa,Apache,56,"1,35,000","75,60,000",No
29-Sep-25,West,Goa,iQube,43,"1,10,000","47,30,000",No
29-Sep-25,West,Goa,TVS Brand,18,"95,000","17,10,000",No
29-Sep-25,West,Madhya Pradesh,Jupiter,67,"82,000","54,94,000",No
29-Sep-25,West,Madhya Pradesh,Raider,48,"1,25,000","60,00,000",No
29-Sep-25,West,Madhya Pradesh,Apache,68,"1,35,000","91,80,000",No
29-Sep-25,West,Madhya Pradesh,iQube,42,"1,10,000","46,20,000",No
29-Sep-25,West,Madhya Pradesh,TVS Brand,19,"95,000","18,05,000",No
29-Sep-25,East,West Bengal,Jupiter,47,"82,000","38,54,000",No
29-Sep-25,East,West Bengal,Raider,35,"1,25,000","43,75,000",No
29-Sep-25,East,West Bengal,Apache,34,"1,35,000","45,90,000",No
29-Sep-25,East,West Bengal,iQube,8,"1,10,000","8,80,000",No
29-Sep-25,East,West Bengal,TVS Brand,13,"95,000","12,35,000",No
29-Sep-25,East,Bihar,Jupiter,43,"82,000","35,26,000",No
29-Sep-25,East,Bihar,Raider,31,"1,25,000","38,75,000",No
29-Sep-25,East,Bihar,Apache,29,"1,35,000","39,15,000",No
29-Sep-25,East,Bihar,iQube,5,"1,10,000","5,50,000",No
29-Sep-25,East,Bihar,TVS Brand,11,"95,000","10,45,000",No
29-Sep-25,East,Orissa,Jupiter,33,"82,000","27,06,000",No
29-Sep-25,East,Orissa,Raider,31,"1,25,000","38,75,000",No
29-Sep-25,East,Orissa,Apache,30,"1,35,000","40,50,000",No
29-Sep-25,East,Orissa,iQube,7,"1,10,000","7,70,000",No
29-Sep-25,East,Orissa,TVS Brand,10,"95,000","9,50,000",No
29-Sep-25,East,Jharkhand,Jupiter,41,"82,000","33,62,000",No
29-Sep-25,East,Jharkhand,Raider,34,"1,25,000","42,50,000",No
29-Sep-25,East,Jharkhand,Apache,28,"1,35,000","37,80,000",No
29-Sep-25,East,Jharkhand,iQube,7,"1,10,000","7,70,000",No
29-Sep-25,East,Jharkhand,TVS Brand,11,"95,000","10,45,000",No
29-Sep-25,East,Chhattisgarh,Jupiter,36,"82,000","29,52,000",No
29-Sep-25,East,Chhattisgarh,Raider,36,"1,25,000","45,00,000",No
29-Sep-25,East,Chhattisgarh,Apache,31,"1,35,000","41,85,000",No
29-Sep-25,East,Chhattisgarh,iQube,7,"1,10,000","7,70,000",No
29-Sep-25,East,Chhattisgarh,TVS Brand,11,"95,000","10,45,000",No
30-Sep-25,North,Delhi,Jupiter,55,"82,000","45,10,000",No
30-Sep-25,North,Delhi,Raider,49,"1,25,000","61,25,000",No
30-Sep-25,North,Delhi,Apache,30,"1,35,000","40,50,000",No
30-Sep-25,North,Delhi,iQube,16,"1,10,000","17,60,000",No
30-Sep-25,North,Delhi,TVS Brand,17,"95,000","16,15,000",No
30-Sep-25,North,Haryana,Jupiter,57,"82,000","46,74,000",No
30-Sep-25,North,Haryana,Raider,47,"1,25,000","58,75,000",No
30-Sep-25,North,Haryana,Apache,39,"1,35,000","52,65,000",No
30-Sep-25,North,Haryana,iQube,28,"1,10,000","30,80,000",No
30-Sep-25,North,Haryana,TVS Brand,17,"95,000","16,15,000",No
30-Sep-25,North,Punjab,Jupiter,61,"82,000","50,02,000",No
30-Sep-25,North,Punjab,Raider,32,"1,25,000","40,00,000",No
30-Sep-25,North,Punjab,Apache,36,"1,35,000","48,60,000",No
30-Sep-25,North,Punjab,iQube,24,"1,10,000","26,40,000",No
30-Sep-25,North,Punjab,TVS Brand,18,"95,000","17,10,000",No
30-Sep-25,North,Uttar Pradesh,Jupiter,60,"82,000","49,20,000",No
30-Sep-25,North,Uttar Pradesh,Raider,37,"1,25,000","46,25,000",No
30-Sep-25,North,Uttar Pradesh,Apache,35,"1,35,000","47,25,000",No
