date,larger_region,region,product,enquiries,dealer_visits,sales,price,revenue,Campaign Active
14-Oct-25,North,Himachal Pradesh,iQube,204,121,30,"1,10,000","33,00,000",No
14-Oct-25,North,Himachal Pradesh,TVS Brand,73,51,22,"95,000","20,90,000",No
14-Oct-25,North,Jammu & Kashmir,Jupiter,360,237,96,"82,000","78,72,000",No
14-Oct-25,North,Jammu & Kashmir,Raider,224,132,53,"1,25,000","66,25,000",No
14-Oct-25,North,Jammu & Kashmir,Apache,201,121,41,"1,35,000","55,35,000",No
14-Oct-25,North,Jammu & Kashmir,iQube,151,77,22,"1,10,000","24,20,000",No
14-Oct-25,North,Jammu & Kashmir,TVS Brand,80,47,23,"95,000","21,85,000",No
14-Oct-25,North,Chandigarh,Jupiter,438,296,86,"82,000","70,52,000",No
14-Oct-25,North,Chandigarh,Raider,328,231,56,"1,25,000","70,00,000",No
14-Oct-25,North,Chandigarh,Apache,339,174,48,"1,35,000","64,80,000",No
14-Oct-25,North,Chandigarh,iQube,245,132,28,"1,10,000","30,80,000",No
14-Oct-25,North,Chandigarh,TVS Brand,66,51,17,"95,000","16,15,000",No
14-Oct-25,North,Rajasthan,Jupiter,441,240,86,"82,000","70,52,000",No
14-Oct-25,North,Rajasthan,Raider,294,176,51,"1,25,000","63,75,000",No
14-Oct-25,North,Rajasthan,Apache,267,167,44,"1,35,000","59,40,000",No
14-Oct-25,North,Rajasthan,iQube,241,142,30,"1,10,000","33,00,000",No
14-Oct-25,North,Rajasthan,TVS Brand,75,53,21,"95,000","19,95,000",No
14-Oct-25,South,Karnataka,Jupiter,579,326,99,"82,000","81,18,000",No
14-Oct-25,South,Karnataka,Raider,456,264,75,"1,25,000","93,75,000",No
14-Oct-25,South,Karnataka,Apache,797,451,107,"1,35,000","1,44,45,000",No
14-Oct-25,South,Karnataka,iQube,585,396,68,"1,10,000","74,80,000",No
14-Oct-25,South,Karnataka,TVS Brand,130,75,26,"95,000","24,70,000",No
14-Oct-25,South,Tamil Nadu,Jupiter,703,423,123,"82,000","1,00,86,000",No
14-Oct-25,South,Tamil Nadu,Raider,426,296,75,"1,25,000","93,75,000",No
14-Oct-25,South,Tamil Nadu,Apache,729,415,89,"1,35,000","1,20,15,000",No
14-Oct-25,South,Tamil Nadu,iQube,718,386,76,"1,10,000","83,60,000",No
14-Oct-25,South,Tamil Nadu,TVS Brand,124,76,25,"95,000","23,75,000",No
14-Oct-25,South,Kerala,Jupiter,660,469,135,"82,000","1,10,70,000",No
14-Oct-25,South,Kerala,Raider,337,221,61,"1,25,000","76,25,000",No
14-Oct-25,South,Kerala,Apache,484,283,75,"1,35,000","1,01,25,000",No
14-Oct-25,South,Kerala,iQube,451,313,63,"1,10,000","69,30,000",No
14-Oct-25,South,Kerala,TVS Brand,151,90,34,"95,000","32,30,000",No
14-Oct-25,South,Andhra Pradesh,Jupiter,568,336,108,"82,000","88,56,000",No
14-Oct-25,South,Andhra Pradesh,Raider,362,224,72,"1,25,000","90,00,000",No
14-Oct-25,South,Andhra Pradesh,Apache,492,255,79,"1,35,000","1,06,65,000",No
14-Oct-25,South,Andhra Pradesh,iQube,564,285,64,"1,10,000","70,40,000",No
14-Oct-25,South,Andhra Pradesh,TVS Brand,128,74,31,"95,000","29,45,000",No
14-Oct-25,South,Pondicherry,Jupiter,546,320,110,"82,000","90,20,000",No
14-Oct-25,South,Pondicherry,Raider,239,160,45,"1,25,000","56,25,000",No
14-Oct-25,South,Pondicherry,Apache,632,353,94,"1,35,000","1,26,90,000",No
14-Oct-25,South,Pondicherry,iQube,592,314,74,"1,10,000","81,40,000",No
14-Oct-25,South,Pondicherry,TVS Brand,113,71,29,"95,000","27,55,000",No
14-Oct-25,West,Maharashtra,Jupiter,512,308,85,"82,000","69,70,000",No
14-Oct-25,West,Maharashtra,Raider,452,299,67,"1,25,000","83,75,000",No
14-Oct-25,West,Maharashtra,Apache,683,346,83,"1,35,000","1,12,05,000",No
14-Oct-25,West,Maharashtra,iQube,329,170,33,"1,10,000","36,30,000",No
14-Oct-25,West,Maharashtra,TVS Brand,129,88,25,"95,000","23,75,000",No
14-Oct-25,West,Gujarat,Jupiter,382,258,73,"82,000","59,86,000",No
14-Oct-25,West,Gujarat,Raider,457,239,65,"1,25,000","81,25,000",No
14-Oct-25,West,Gujarat,Apache,672,424,93,"1,35,000","1,25,55,000",No
14-Oct-25,West,Gujarat,iQube,358,200,43,"1,10,000","47,30,000",No
14-Oct-25,West,Gujarat,TVS Brand,82,60,20,"95,000","19,00,000",No
14-Oct-25,West,Goa,Jupiter,413,291,87,"82,000","71,34,000",No
14-Oct-25,West,Goa,Raider,484,248,73,"1,25,000","91,25,000",No
14-Oct-25,West,Goa,Apache,526,343,84,"1,35,000","1,13,40,000",No
14-Oct-25,West,Goa,iQube,346,161,40,"1,10,000","44,00,000",No
14-Oct-25,West,Goa,TVS Brand,122,71,25,"95,000","23,75,000",No
14-Oct-25,West,Madhya Pradesh,Jupiter,340,211,78,"82,000","63,96,000",No
14-Oct-25,West,Madhya Pradesh,Raider,362,203,66,"1,25,000","82,50,000",No
14-Oct-25,West,Madhya Pradesh,Apache,425,250,73,"1,35,000","98,55,000",No
14-Oct-25,West,Madhya Pradesh,iQube,350,204,50,"1,10,000","55,00,000",No
14-Oct-25,West,Madhya Pradesh,TVS Brand,89,54,24,"95,000","22,80,000",No
14-Oct-25,East,West Bengal,Jupiter,253,159,51,"82,000","41,82,000",No
14-Oct-25,East,West Bengal,Raider,197,98,31,"1,25,000","38,75,000",No
14-Oct-25,East,West Bengal,Apache,194,117,29,"1,35,000","39,15,000",No
14-Oct-25,East,West Bengal,iQube,78,39,9,"1,10,000","9,90,000",No
14-Oct-25,East,West Bengal,TVS Brand,64,45,16,"95,000","15,20,000",No
14-Oct-25,East,Bihar,Jupiter,248,156,59,"82,000","48,38,000",No
14-Oct-25,East,Bihar,Raider,180,117,38,"1,25,000","47,50,000",No
14-Oct-25,East,Bihar,Apache,132,91,30,"1,35,000","40,50,000",No
14-Oct-25,East,Bihar,iQube,52,35,8,"1,10,000","8,80,000",No
14-Oct-25,East,Bihar,TVS Brand,44,26,12,"95,000","11,40,000",No
14-Oct-25,East,Orissa,Jupiter,247,141,60,"82,000","49,20,000",No
14-Oct-25,East,Orissa,Raider,225,118,42,"1,25,000","52,50,000",No
14-Oct-25,East,Orissa,Apache,214,114,38,"1,35,000","51,30,000",No
14-Oct-25,East,Orissa,iQube,62,32,9,"1,10,000","9,90,000",No
14-Oct-25,East,Orissa,TVS Brand,51,35,15,"95,000","14,25,000",No
14-Oct-25,East,Jharkhand,Jupiter,225,142,54,"82,000","44,28,000",No
14-Oct-25,East,Jharkhand,Raider,173,114,36,"1,25,000","45,00,000",No
14-Oct-25,East,Jharkhand,Apache,174,108,35,"1,35,000","47,25,000",No
14-Oct-25,East,Jharkhand,iQube,70,35,10,"1,10,000","11,00,000",No
14-Oct-25,East,Jharkhand,TVS Brand,42,26,12,"95,000","11,40,000",No
14-Oct-25,East,Chhattisgarh,Jupiter,216,134,53,"82,000","43,46,000",No
14-Oct-25,East,Chhattisgarh,Raider,172,96,39,"1,25,000","48,75,000",No
14-Oct-25,East,Chhattisgarh,Apache,201,109,38,"1,35,000","51,30,000",No
14-Oct-25,East,Chhattisgarh,iQube,60,32,9,"1,10,000","9,90,000",No
14-Oct-25,East,Chhattisgarh,TVS Brand,39,28,13,"95,000","12,35,000",No
15-Oct-25,North,Delhi,Jupiter,461,293,72,"82,000","59,04,000",No
15-Oct-25,North,Delhi,Raider,433,268,64,"1,25,000","80,00,000",No
15-Oct-25,North,Delhi,Apache,394,240,49,"1,35,000","66,15,000",No
15-Oct-25,North,Delhi,iQube,"1,573",913,112,"1,10,000","1,23,20,000",Yes
15-Oct-25,North,Delhi,TVS Brand,113,57,20,"95,000","19,00,000",No
15-Oct-25,North,Haryana,Jupiter,422,267,76,"82,000","62,32,000",No
15-Oct-25,North,Haryana,Raider,369,192,58,"1,25,000","72,50,000",No
15-Oct-25,North,Haryana,Apache,253,159,41,"1,35,000","55,35,000",No
15-Oct-25,North,Haryana,iQube,"1,649",630,96,"1,10,000","1,05,60,000",Yes
15-Oct-25,North,Haryana,TVS Brand,97,59,22,"95,000","20,90,000",No
15-Oct-25,North,Punjab,Jupiter,353,194,70,"82,000","57,40,000",No
15-Oct-25,North,Punjab,Raider,368,192,62,"1,25,000","77,50,000",No
15-Oct-25,North,Punjab,Apache,222,166,43,"1,35,000","58,05,000",No
15-Oct-25,North,Punjab,iQube,408,233,38,"1,10,000","41,80,000",Yes
15-Oct-25,North,Punjab,TVS Brand,102,59,22,"95,000","20,90,000",No
15-Oct-25,North,Uttar Pradesh,Jupiter,262,189,59,"82,000","48,38,000",No
15-Oct-25,North,Uttar Pradesh,Raider,295,188,60,"1,25,000","75,00,000",No
15-Oct-25,North,Uttar Pradesh,Apache,325,162,51,"1,35,000","68,85,000",No
15-Oct-25,North,Uttar Pradesh,iQube,409,220,42,"1,10,000","46,20,000",Yes
15-Oct-25,North,Uttar Pradesh,TVS Brand,85,46,19,"95,000","18,05,000",No
15-Oct-25,North,Uttaranchal,Jupiter,276,187,67,"82,000","54,94,000",No
15-Oct-25,North,Uttaranchal,Raider,262,161,56,"1,25,000","70,00,000",No
15-Oct-25,North,Uttaranchal,Apache,282,165,50,"1,35,000","67,50,000",No
15-Oct-25,North,Uttaranchal,iQube,274,140,34,"1,10,000","37,40,000",Yes
15-Oct-25,North,Uttaranchal,TVS Brand,69,47,21,"95,000","19,95,000",No
15-Oct-25,North,Himachal Pradesh,Jupiter,312,166,78,"82,000","63,96,000",No
15-Oct-25,North,Himachal Pradesh,Raider,207,119,48,"1,25,000","60,00,000",No
15-Oct-25,North,Himachal Pradesh,Apache,246,140,48,"1,35,000","64,80,000",No
15-Oct-25,North,Himachal Pradesh,iQube,369,202,43,"1,10,000","47,30,000",Yes
15-Oct-25,North,Himachal Pradesh,TVS Brand,58,42,18,"95,000","17,10,000",No
15-Oct-25,North,Jammu & Kashmir,Jupiter,277,183,72,"82,000","59,04,000",No
15-Oct-25,North,Jammu & Kashmir,Raider,223,119,46,"1,25,000","57,50,000",No
15-Oct-25,North,Jammu & Kashmir,Apache,200,133,46,"1,35,000","62,10,000",No
15-Oct-25,North,Jammu & Kashmir,iQube,372,204,43,"1,10,000","47,30,000",Yes
15-Oct-25,North,Jammu & Kashmir,TVS Brand,74,44,20,"95,000","19,00,000",No
15-Oct-25,North,Chandigarh,Jupiter,358,220,66,"82,000","54,12,000",No
15-Oct-25,North,Chandigarh,Raider,343,211,62,"1,25,000","77,50,000",No
15-Oct-25,North,Chandigarh,Apache,282,193,48,"1,35,000","64,80,000",No
15-Oct-25,North,Chandigarh,iQube,430,239,37,"1,10,000","40,70,000",Yes
15-Oct-25,North,Chandigarh,TVS Brand,82,53,18,"95,000","17,10,000",No
15-Oct-25,North,Rajasthan,Jupiter,312,218,74,"82,000","60,68,000",No
15-Oct-25,North,Rajasthan,Raider,300,170,54,"1,25,000","67,50,000",No
15-Oct-25,North,Rajasthan,Apache,293,192,58,"1,35,000","78,30,000",No
15-Oct-25,North,Rajasthan,iQube,362,183,33,"1,10,000","36,30,000",Yes
15-Oct-25,North,Rajasthan,TVS Brand,77,45,18,"95,000","17,10,000",No
15-Oct-25,South,Karnataka,Jupiter,651,437,112,"82,000","91,84,000",No
15-Oct-25,South,Karnataka,Raider,529,292,72,"1,25,000","90,00,000",No
15-Oct-25,South,Karnataka,Apache,693,334,82,"1,35,000","1,10,70,000",No
15-Oct-25,South,Karnataka,iQube,"1,285",594,93,"1,10,000","1,02,30,000",Yes
15-Oct-25,South,Karnataka,TVS Brand,107,68,22,"95,000","20,90,000",No
15-Oct-25,South,Tamil Nadu,Jupiter,733,425,115,"82,000","94,30,000",No
15-Oct-25,South,Tamil Nadu,Raider,400,212,62,"1,25,000","77,50,000",No
15-Oct-25,South,Tamil Nadu,Apache,655,409,96,"1,35,000","1,29,60,000",No
15-Oct-25,South,Tamil Nadu,iQube,"1,128",556,84,"1,10,000","92,40,000",Yes
15-Oct-25,South,Tamil Nadu,TVS Brand,117,80,28,"95,000","26,60,000",No
15-Oct-25,South,Kerala,Jupiter,726,490,139,"82,000","1,13,98,000",No
15-Oct-25,South,Kerala,Raider,361,230,64,"1,25,000","80,00,000",No
15-Oct-25,South,Kerala,Apache,543,307,77,"1,35,000","1,03,95,000",No
15-Oct-25,South,Kerala,iQube,"1,043",465,87,"1,10,000","95,70,000",Yes
15-Oct-25,South,Kerala,TVS Brand,90,71,24,"95,000","22,80,000",No
15-Oct-25,South,Andhra Pradesh,Jupiter,540,298,108,"82,000","88,56,000",No
15-Oct-25,South,Andhra Pradesh,Raider,338,204,68,"1,25,000","85,00,000",No
15-Oct-25,South,Andhra Pradesh,Apache,640,321,88,"1,35,000","1,18,80,000",No
15-Oct-25,South,Andhra Pradesh,iQube,902,404,77,"1,10,000","84,70,000",Yes
15-Oct-25,South,Andhra Pradesh,TVS Brand,129,78,29,"95,000","27,55,000",No
15-Oct-25,South,Pondicherry,Jupiter,574,334,116,"82,000","95,12,000",No
15-Oct-25,South,Pondicherry,Raider,380,226,75,"1,25,000","93,75,000",No
15-Oct-25,South,Pondicherry,Apache,417,242,68,"1,35,000","91,80,000",No
15-Oct-25,South,Pondicherry,iQube,"1,028",476,94,"1,10,000","1,03,40,000",Yes
15-Oct-25,South,Pondicherry,TVS Brand,123,70,30,"95,000","28,50,000",No
15-Oct-25,West,Maharashtra,Jupiter,510,303,89,"82,000","72,98,000",No
15-Oct-25,West,Maharashtra,Raider,328,186,50,"1,25,000","62,50,000",No
15-Oct-25,West,Maharashtra,Apache,499,339,72,"1,35,000","97,20,000",No
15-Oct-25,West,Maharashtra,iQube,"4,494","1,758",219,"1,10,000","2,40,90,000",Yes
15-Oct-25,West,Maharashtra,TVS Brand,113,66,23,"95,000","21,85,000",No
15-Oct-25,West,Gujarat,Jupiter,406,265,86,"82,000","70,52,000",No
15-Oct-25,West,Gujarat,Raider,327,219,58,"1,25,000","72,50,000",No
15-Oct-25,West,Gujarat,Apache,290,188,47,"1,35,000","63,45,000",No
15-Oct-25,West,Gujarat,iQube,998,405,74,"1,10,000","81,40,000",Yes
15-Oct-25,West,Gujarat,TVS Brand,102,72,23,"95,000","21,85,000",No
15-Oct-25,West,Goa,Jupiter,538,337,100,"82,000","82,00,000",No
15-Oct-25,West,Goa,Raider,324,210,56,"1,25,000","70,00,000",No
15-Oct-25,West,Goa,Apache,655,380,96,"1,35,000","1,29,60,000",No
15-Oct-25,West,Goa,iQube,904,354,63,"1,10,000","69,30,000",Yes
15-Oct-25,West,Goa,TVS Brand,168,81,34,"95,000","32,30,000",No
15-Oct-25,West,Madhya Pradesh,Jupiter,402,263,89,"82,000","72,98,000",No
15-Oct-25,West,Madhya Pradesh,Raider,391,234,73,"1,25,000","91,25,000",No
15-Oct-25,West,Madhya Pradesh,Apache,466,306,83,"1,35,000","1,12,05,000",No
15-Oct-25,West,Madhya Pradesh,iQube,772,351,76,"1,10,000","83,60,000",Yes
15-Oct-25,West,Madhya Pradesh,TVS Brand,102,55,27,"95,000","25,65,000",No
15-Oct-25,East,West Bengal,Jupiter,230,174,53,"82,000","43,46,000",No
15-Oct-25,East,West Bengal,Raider,223,127,39,"1,25,000","48,75,000",No
15-Oct-25,East,West Bengal,Apache,216,128,32,"1,35,000","43,20,000",No
15-Oct-25,East,West Bengal,iQube,179,56,13,"1,10,000","14,30,000",Yes
15-Oct-25,East,West Bengal,TVS Brand,68,35,15,"95,000","14,25,000",No
15-Oct-25,East,Bihar,Jupiter,245,155,56,"82,000","45,92,000",No
15-Oct-25,East,Bihar,Raider,245,133,44,"1,25,000","55,00,000",No
15-Oct-25,East,Bihar,Apache,208,112,37,"1,35,000","49,95,000",No
15-Oct-25,East,Bihar,iQube,125,55,12,"1,10,000","13,20,000",Yes
15-Oct-25,East,Bihar,TVS Brand,49,25,12,"95,000","11,40,000",No
15-Oct-25,East,Orissa,Jupiter,284,168,64,"82,000","52,48,000",No
15-Oct-25,East,Orissa,Raider,240,127,45,"1,25,000","56,25,000",No
15-Oct-25,East,Orissa,Apache,208,133,39,"1,35,000","52,65,000",No
15-Oct-25,East,Orissa,iQube,114,63,14,"1,10,000","15,40,000",Yes
15-Oct-25,East,Orissa,TVS Brand,40,27,12,"95,000","11,40,000",No
15-Oct-25,East,Jharkhand,Jupiter,227,133,53,"82,000","43,46,000",No
15-Oct-25,East,Jharkhand,Raider,247,160,56,"1,25,000","70,00,000",No
15-Oct-25,East,Jharkhand,Apache,229,113,39,"1,35,000","52,65,000",No
15-Oct-25,East,Jharkhand,iQube,128,73,16,"1,10,000","17,60,000",Yes
15-Oct-25,East,Jharkhand,TVS Brand,34,23,11,"95,000","10,45,000",No
15-Oct-25,East,Chhattisgarh,Jupiter,302,154,72,"82,000","59,04,000",No
15-Oct-25,East,Chhattisgarh,Raider,191,116,38,"1,25,000","47,50,000",No
15-Oct-25,East,Chhattisgarh,Apache,173,97,29,"1,35,000","39,15,000",No
15-Oct-25,East,Chhattisgarh,iQube,136,63,14,"1,10,000","15,40,000",Yes
15-Oct-25,East,Chhattisgarh,TVS Brand,54,32,15,"95,000","14,25,000",No
16-Oct-25,North,Delhi,Jupiter,389,250,74,"82,000","60,68,000",No
16-Oct-25,North,Delhi,Raider,417,219,52,"1,25,000","65,00,000",No
16-Oct-25,North,Delhi,Apache,392,198,45,"1,35,000","60,75,000",No
16-Oct-25,North,Delhi,iQube,329,197,35,"1,10,000","38,50,000",No
16-Oct-25,North,Delhi,TVS Brand,109,71,20,"95,000","19,00,000",No
16-Oct-25,North,Haryana,Jupiter,451,289,86,"82,000","70,52,000",No
16-Oct-25,North,Haryana,Raider,413,274,70,"1,25,000","87,50,000",No
16-Oct-25,North,Haryana,Apache,372,184,50,"1,35,000","67,50,000",No
16-Oct-25,North,Haryana,iQube,444,224,50,"1,10,000","55,00,000",No
16-Oct-25,North,Haryana,TVS Brand,107,61,23,"95,000","21,85,000",No
16-Oct-25,North,Punjab,Jupiter,320,182,68,"82,000","55,76,000",No
16-Oct-25,North,Punjab,Raider,405,225,64,"1,25,000","80,00,000",No
16-Oct-25,North,Punjab,Apache,318,193,48,"1,35,000","64,80,000",No
16-Oct-25,North,Punjab,iQube,220,123,28,"1,10,000","30,80,000",No
16-Oct-25,North,Punjab,TVS Brand,71,46,16,"95,000","15,20,000",No
16-Oct-25,North,Uttar Pradesh,Jupiter,384,255,78,"82,000","63,96,000",No
16-Oct-25,North,Uttar Pradesh,Raider,336,198,59,"1,25,000","73,75,000",No
16-Oct-25,North,Uttar Pradesh,Apache,259,140,40,"1,35,000","54,00,000",No
16-Oct-25,North,Uttar Pradesh,iQube,226,141,32,"1,10,000","35,20,000",No
16-Oct-25,North,Uttar Pradesh,TVS Brand,63,35,15,"95,000","14,25,000",No
16-Oct-25,North,Uttaranchal,Jupiter,292,194,77,"82,000","63,14,000",No
16-Oct-25,North,Uttaranchal,Raider,344,191,63,"1,25,000","78,75,000",No
16-Oct-25,North,Uttaranchal,Apache,261,144,48,"1,35,000","64,80,000",No
16-Oct-25,North,Uttaranchal,iQube,160,88,22,"1,10,000","24,20,000",No
16-Oct-25,North,Uttaranchal,TVS Brand,82,58,22,"95,000","20,90,000",No
16-Oct-25,North,Himachal Pradesh,Jupiter,378,215,90,"82,000","73,80,000",No
16-Oct-25,North,Himachal Pradesh,Raider,220,142,53,"1,25,000","66,25,000",No
16-Oct-25,North,Himachal Pradesh,Apache,281,181,56,"1,35,000","75,60,000",No
16-Oct-25,North,Himachal Pradesh,iQube,179,98,28,"1,10,000","30,80,000",No
16-Oct-25,North,Himachal Pradesh,TVS Brand,53,30,15,"95,000","14,25,000",No
16-Oct-25,North,Jammu & Kashmir,Jupiter,335,187,81,"82,000","66,42,000",No
16-Oct-25,North,Jammu & Kashmir,Raider,220,130,50,"1,25,000","62,50,000",No
16-Oct-25,North,Jammu & Kashmir,Apache,231,130,44,"1,35,000","59,40,000",No
16-Oct-25,North,Jammu & Kashmir,iQube,125,70,21,"1,10,000","23,10,000",No
16-Oct-25,North,Jammu & Kashmir,TVS Brand,61,36,19,"95,000","18,05,000",No
16-Oct-25,North,Chandigarh,Jupiter,400,262,78,"82,000","63,96,000",No
16-Oct-25,North,Chandigarh,Raider,299,209,54,"1,25,000","67,50,000",No
16-Oct-25,North,Chandigarh,Apache,433,246,57,"1,35,000","76,95,000",No
16-Oct-25,North,Chandigarh,iQube,270,147,29,"1,10,000","31,90,000",No
16-Oct-25,North,Chandigarh,TVS Brand,91,58,20,"95,000","19,00,000",No
16-Oct-25,North,Rajasthan,Jupiter,323,211,72,"82,000","59,04,000",No
16-Oct-25,North,Rajasthan,Raider,287,176,52,"1,25,000","65,00,000",No
16-Oct-25,North,Rajasthan,Apache,276,188,52,"1,35,000","70,20,000",No
16-Oct-25,North,Rajasthan,iQube,222,109,26,"1,10,000","28,60,000",No
16-Oct-25,North,Rajasthan,TVS Brand,87,48,22,"95,000","20,90,000",No
16-Oct-25,South,Karnataka,Jupiter,775,430,134,"82,000","1,09,88,000",No
16-Oct-25,South,Karnataka,Raider,438,272,69,"1,25,000","86,25,000",No
16-Oct-25,South,Karnataka,Apache,642,391,91,"1,35,000","1,22,85,000",No
16-Oct-25,South,Karnataka,iQube,632,343,64,"1,10,000","70,40,000",No
16-Oct-25,South,Karnataka,TVS Brand,118,64,24,"95,000","22,80,000",No
16-Oct-25,South,Tamil Nadu,Jupiter,644,342,116,"82,000","95,12,000",No
16-Oct-25,South,Tamil Nadu,Raider,434,301,69,"1,25,000","86,25,000",No
16-Oct-25,South,Tamil Nadu,Apache,709,348,91,"1,35,000","1,22,85,000",No
16-Oct-25,South,Tamil Nadu,iQube,573,331,64,"1,10,000","70,40,000",No
16-Oct-25,South,Tamil Nadu,TVS Brand,113,73,23,"95,000","21,85,000",No
16-Oct-25,South,Kerala,Jupiter,531,273,95,"82,000","77,90,000",No
16-Oct-25,South,Kerala,Raider,349,179,60,"1,25,000","75,00,000",No
16-Oct-25,South,Kerala,Apache,606,355,92,"1,35,000","1,24,20,000",No
16-Oct-25,South,Kerala,iQube,404,236,49,"1,10,000","53,90,000",No
16-Oct-25,South,Kerala,TVS Brand,132,81,34,"95,000","32,30,000",No
16-Oct-25,South,Andhra Pradesh,Jupiter,377,260,84,"82,000","68,88,000",No
16-Oct-25,South,Andhra Pradesh,Raider,415,210,67,"1,25,000","83,75,000",No
16-Oct-25,South,Andhra Pradesh,Apache,450,281,76,"1,35,000","1,02,60,000",No
16-Oct-25,South,Andhra Pradesh,iQube,785,333,76,"1,10,000","83,60,000",No
16-Oct-25,South,Andhra Pradesh,TVS Brand,106,61,24,"95,000","22,80,000",No
16-Oct-25,South,Pondicherry,Jupiter,397,234,88,"82,000","72,16,000",No
16-Oct-25,South,Pondicherry,Raider,335,217,63,"1,25,000","78,75,000",No
16-Oct-25,South,Pondicherry,Apache,430,273,76,"1,35,000","1,02,60,000",No
16-Oct-25,South,Pondicherry,iQube,594,346,81,"1,10,000","89,10,000",No
16-Oct-25,South,Pondicherry,TVS Brand,84,70,24,"95,000","22,80,000",No
16-Oct-25,West,Maharashtra,Jupiter,515,305,86,"82,000","70,52,000",No
16-Oct-25,West,Maharashtra,Raider,432,232,58,"1,25,000","72,50,000",No
16-Oct-25,West,Maharashtra,Apache,570,357,73,"1,35,000","98,55,000",No
16-Oct-25,West,Maharashtra,iQube,730,336,67,"1,10,000","73,70,000",No
16-Oct-25,West,Maharashtra,TVS Brand,123,84,25,"95,000","23,75,000",No
16-Oct-25,West,Gujarat,Jupiter,389,260,79,"82,000","64,78,000",No
16-Oct-25,West,Gujarat,Raider,414,261,68,"1,25,000","85,00,000",No
16-Oct-25,West,Gujarat,Apache,481,286,65,"1,35,000","87,75,000",No
16-Oct-25,West,Gujarat,iQube,434,224,48,"1,10,000","52,80,000",No
16-Oct-25,West,Gujarat,TVS Brand,106,64,24,"95,000","22,80,000",No
16-Oct-25,West,Goa,Jupiter,455,314,93,"82,000","76,26,000",No
16-Oct-25,West,Goa,Raider,312,202,59,"1,25,000","73,75,000",No
16-Oct-25,West,Goa,Apache,671,385,94,"1,35,000","1,26,90,000",No
16-Oct-25,West,Goa,iQube,435,244,54,"1,10,000","59,40,000",No
16-Oct-25,West,Goa,TVS Brand,132,76,27,"95,000","25,65,000",No
16-Oct-25,West,Madhya Pradesh,Jupiter,424,281,101,"82,000","82,82,000",No
16-Oct-25,West,Madhya Pradesh,Raider,378,194,67,"1,25,000","83,75,000",No
16-Oct-25,West,Madhya Pradesh,Apache,408,262,76,"1,35,000","1,02,60,000",No
16-Oct-25,West,Madhya Pradesh,iQube,347,208,52,"1,10,000","57,20,000",No
16-Oct-25,West,Madhya Pradesh,TVS Brand,113,60,31,"95,000","29,45,000",No
16-Oct-25,East,West Bengal,Jupiter,298,192,61,"82,000","50,02,000",No
16-Oct-25,East,West Bengal,Raider,194,104,30,"1,25,000","37,50,000",No
16-Oct-25,East,West Bengal,Apache,143,88,25,"1,35,000","33,75,000",No
16-Oct-25,East,West Bengal,iQube,93,46,10,"1,10,000","11,00,000",No
16-Oct-25,East,West Bengal,TVS Brand,57,32,13,"95,000","12,35,000",No
16-Oct-25,East,Bihar,Jupiter,205,129,49,"82,000","40,18,000",No
16-Oct-25,East,Bihar,Raider,228,122,43,"1,25,000","53,75,000",No
16-Oct-25,East,Bihar,Apache,173,96,30,"1,35,000","40,50,000",No
16-Oct-25,East,Bihar,iQube,51,31,8,"1,10,000","8,80,000",No
16-Oct-25,East,Bihar,TVS Brand,55,31,14,"95,000","13,30,000",No
16-Oct-25,East,Orissa,Jupiter,273,191,67,"82,000","54,94,000",No
16-Oct-25,East,Orissa,Raider,204,106,41,"1,25,000","51,25,000",No
16-Oct-25,East,Orissa,Apache,221,135,42,"1,35,000","56,70,000",No
16-Oct-25,East,Orissa,iQube,71,40,10,"1,10,000","11,00,000",No
16-Oct-25,East,Orissa,TVS Brand,48,30,14,"95,000","13,30,000",No
16-Oct-25,East,Jharkhand,Jupiter,211,138,51,"82,000","41,82,000",No
16-Oct-25,East,Jharkhand,Raider,194,122,43,"1,25,000","53,75,000",No
16-Oct-25,East,Jharkhand,Apache,179,99,33,"1,35,000","44,55,000",No
16-Oct-25,East,Jharkhand,iQube,71,39,10,"1,10,000","11,00,000",No
16-Oct-25,East,Jharkhand,TVS Brand,35,26,12,"95,000","11,40,000",No
16-Oct-25,East,Chhattisgarh,Jupiter,229,141,51,"82,000","41,82,000",No
16-Oct-25,East,Chhattisgarh,Raider,182,112,37,"1,25,000","46,25,000",No
16-Oct-25,East,Chhattisgarh,Apache,195,120,38,"1,35,000","51,30,000",No
16-Oct-25,East,Chhattisgarh,iQube,61,35,9,"1,10,000","9,90,000",No
16-Oct-25,East,Chhattisgarh,TVS Brand,43,25,11,"95,000","10,45,000",No
17-Oct-25,North,Delhi,Jupiter,431,306,73,"82,000","59,86,000",No
17-Oct-25,North,Delhi,Raider,307,188,43,"1,25,000","53,75,000",No
17-Oct-25,North,Delhi,Apache,414,260,54,"1,35,000","72,90,000",No
17-Oct-25,North,Delhi,iQube,365,214,35,"1,10,000","38,50,000",No
17-Oct-25,North,Delhi,TVS Brand,113,79,23,"95,000","21,85,000",No
17-Oct-25,North,Haryana,Jupiter,349,258,84,"82,000","68,88,000",No
17-Oct-25,North,Haryana,Raider,266,182,50,"1,25,000","62,50,000",No
17-Oct-25,North,Haryana,Apache,344,187,48,"1,35,000","64,80,000",No
17-Oct-25,North,Haryana,iQube,363,173,38,"1,10,000","41,80,000",No
17-Oct-25,North,Haryana,TVS Brand,89,66,23,"95,000","21,85,000",No
